direction,relation,relex_relcos,sentence,term1,term2
OHSS causes ASCITES,causes,0.7977240352174659,"Other physical and laboratory findings of OHSS include weight gain, ovarian enlargement, ASCITES pleural effusion, hemoconcentration, electrolyte imbalances, renal dysfunction, and thrombosis.",ASCITES,OHSS
AMPHOTERICIN B treats CRYPTOCOCCAL MENINGITIS,treats,0.964901281354015,Fluconazole compared with AMPHOTERICIN B plus flucytosine for CRYPTOCOCCAL MENINGITIS in AIDS: a randomized trial.,CRYPTOCOCCAL MENINGITIS,AMPHOTERICIN B
WITH DYSPROTEINEMIA (AILD) causes LYMPHADENOPATHY,causes,0.968495996958186,"Angioimmunoblastic lymphadenopathy WITH DYSPROTEINEMIA (AILD) is a rare lymphoproliferative disorder characterized by diffuse LYMPHADENOPATHY fever, hepatosplenomegaly, hemolytic anemia, and polyclonal hypergammaglobulinemia.",LYMPHADENOPATHY,WITH DYSPROTEINEMIA (AILD)
TUBERCULOSIS diagnosis TUBERCULIN,diagnosis,0.9760921603577252,"Current diagnostic tests for tuberculosis based on TUBERCULIN have poor specificity, and both BCG vaccination and exposure to non TUBERCULOSIS mycobacteria produce a response similar to that induced by infection with Mycobacterium tuberculosis.",TUBERCULOSIS,TUBERCULIN
no_relation,causes,0.303045763365663,Persistent infection of the UTERINE CERVIX with high risk human papillomaviruses (HPV) is causally associated with CANCER OF THE CERVIX,UTERINE CERVIX,CANCER OF THE CERVIX
no_relation,causes,0.341743063086704,Pathogenesis of HASHIMOTO'S THYROIDITIS is largely cell mediated immune destruction of the THYROID,THYROID,HASHIMOTO'S THYROIDITIS
BONE CELLS location OSTEOPOROSIS,location,0.7947194142390258,"Interleukin 6 (IL 6) is an attractive candidate gene for osteoporosis susceptibility, because it has effects on BONE CELLS and has been implicated in the pathogenesis of OSTEOPOROSIS",BONE CELLS,OSTEOPOROSIS
no_relation,causes,0.496138938356834,The choice of the antiarrhythmic treatment must always be based on the type of ARRHYTHMIA the presence of a structural cardiopathy and the potential side effects of the ANTIARRHYTHMIC drug.,ARRHYTHMIA,ANTIARRHYTHMIC
ACETYLSALICYLIC ACID treats MYOCARDIAL INFARCTION,treats,0.997458699830735,"Remarkable examples are arteriosclerosis and its complications, where the role of thromboxane and prostacyclin was discovered and led to the development of strategies for the prevention of MYOCARDIAL INFARCTION by ACETYLSALICYLIC ACID",MYOCARDIAL INFARCTION,ACETYLSALICYLIC ACID
ANTIGENIC PROPERTIES OF SKIN diagnosis SKIN SPECIFIC PEMPHIGUS VULGARIS,diagnosis,0.6454972243679029,The possibility that the distribution of skin lesions in some cutaneous diseases is due to variations in the ANTIGENIC PROPERTIES OF SKIN was investigated by mapping the expression of the SKIN SPECIFIC PEMPHIGUS VULGARIS and bullous pemphigoid antigens in different regions of the body.,ANTIGENIC PROPERTIES OF SKIN,SKIN SPECIFIC PEMPHIGUS VULGARIS
no_relation,causes,0.7559289460184542,"However, in 75% of the dogs with CUSHING'S SYNDROME EXOGENOUS DEXAMETHASONE was cleared completely in the 3 hour test.",CUSHING'S SYNDROME,EXOGENOUS DEXAMETHASONE
no_relation,treats,0.7559289460184542,"The GLUCAGON and norepinephrine responses to INSULIN INDUCED HYPOGLYCEMIA are blunted in late pregnancy in the dog, impacting on the magnitude of the metabolic responses to the fall in glucose.",INSULIN INDUCED HYPOGLYCEMIA,GLUCAGON
no_relation,treats,0.78086880944303,The sap of the plant Euphorbia peplus is a traditional remedy for SKIN CONDITIONS including ACTINIC KERATOSIS,SKIN CONDITIONS,ACTINIC KERATOSIS
LOW BONE MASS causes OSTEOGENESIS IMPERFECTA,causes,0.997054485501582,"OSTEOGENESIS IMPERFECTA (OI) is a genetic disorder of increased bone fragility and LOW BONE MASS Severity varies widely, ranging from intrauterine fractures and perinatal lethality to very mild forms without fractures.",LOW BONE MASS,OSTEOGENESIS IMPERFECTA
ELEVATED BP causes HYPERTENSION,causes,0.620173672946042,We conclude that symptoms putatively associated with HYPERTENSION are common among ED patients with ELEVATED BP and their prevalence appears unrelated to BP value.,ELEVATED BP,HYPERTENSION
no_relation,causes,0.32444284226152503,"malaria  Dihydroartemisinin piperaquine against multidrug resistant Plasmodium falciparum malaria in Vietnam: randomised clinical trial  Artesunate combinations for treatment of malaria: meta analysis  Efficacy of the RTS,S/AS02A vaccine against PLASMODIUM FALCIPARUM INFECTION and disease in young African children: randomised controlled trial  Combination treatments for uncomplicated falciparum MALARIA in Kampala, Uganda: randomised clinical trial  Mefloquine resistance in Plasmodium falciparum and increased pfmdr1 gene copy number  Supervised versus unsupervised intake of six dose artemether lumefantrine for treatment of acute, uncomplicated Plasmodium falciparum malaria in Mbarara, Uganda: a randomised trial  Amodiaquine alone.",PLASMODIUM FALCIPARUM INFECTION,MALARIA
EZETIMIBE treats HOMOZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA,treats,0.962250448649376,"In other studies by the same team, in patients with HOMOZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA the addition of EZETIMIBE to 40 mg/d of either simvastatin or atorvastatin increased effectiveness almost 4 times more than increasing the statin dosage to 80 mg/d  (2).",HOMOZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA,EZETIMIBE
LITHIUM treats BIPOLAR DISORDER,treats,1.0,"LITHIUM treatment, initially considered specific for BIPOLAR DISORDER has since been shown to provide additional benefits in affective and other disorders.",BIPOLAR DISORDER,LITHIUM
POLIOVIRUS causes POLIOMYELITIS,causes,0.488677777425221,The proposed unifying model of natural POLIOVIRUS evolution has important implications for the epidemiology of POLIOMYELITIS,POLIOVIRUS,POLIOMYELITIS
no_relation,causes,0.4574957109978139,"There are numerous side effects to anabolic steroids, including hypertension and atherosclerosis, blood clotting, JAUNDICE HEPATIC CARCINOMA tendon damage, psychiatric and behavioural effects and, in males, reduced fertility and gynaccomastia.",JAUNDICE,HEPATIC CARCINOMA
MALIGNANT HYPERTHERMIA SYNDROME diagnosis HALOTHANE,diagnosis,0.997054485501582,"At the end of the growth period, when the pigs were challenged with HALOTHANE to detect the MALIGNANT HYPERTHERMIA SYNDROME 3 pigs were found to be susceptible.",MALIGNANT HYPERTHERMIA SYNDROME,HALOTHANE
THROMBOCYTOPENIA causes PLATELET SEQUESTRATION,causes,0.857492925712544,"In most recently infected patients THROMBOCYTOPENIA is due to accelerated platelet destruction; in these patients the PLATELET SEQUESTRATION is predominantly splenic, and splenectomy is usually effective.",THROMBOCYTOPENIA,PLATELET SEQUESTRATION
JOINTS location ARTHRITIS,location,0.940720868383597,"Among them, the most common include ARTHRITIS of the large and medium sized JOINTS in FMF and CINCA, arthralgia in HIDS, and myalgia or pseudo fasciitis in TRAPS.",JOINTS,ARTHRITIS
GRANISETRON treats EMESIS,treats,0.9931270663228408,The object of the study was to determine whether dexamethasone improved the efficacy of the serotonin receptor (5 HT3) antagonist granisetron in controlling acute (within 24 h) emesis in cancer patients receiving high dose cisplatin chemotherapy and to ascertain whether continuation of GRANISETRON after 24 h reduces the occurrence of delayed EMESIS,EMESIS,GRANISETRON
no_relation,causes,0.312771621085612,The Tat protein of the HUMAN IMMUNODEFICIENCY VIRUS (HIV) has been implicated in the pathophysiology of the neurocognitive deficits associated with HIV INFECTION,HUMAN IMMUNODEFICIENCY VIRUS (HIV),HIV INFECTION
SULBACTAM AND AMPICILLIN COMBINATION treats SOFT TISSUE INFECTIONS,treats,0.997054485501582,The SULBACTAM AND AMPICILLIN COMBINATION is an effective combination for the treatment of SOFT TISSUE INFECTIONS,SOFT TISSUE INFECTIONS,SULBACTAM AND AMPICILLIN COMBINATION
WOLFRAM SYNDROME causes UNEXPLAINED OPTIC ATROPHY,causes,0.824163383692134,"Although the WOLFRAM SYNDROME is rare, it should be considered in diabetic patients with UNEXPLAINED OPTIC ATROPHY and hearing loss or with polyuria and polydipsia in the presence of adequate blood sugar control.",UNEXPLAINED OPTIC ATROPHY,WOLFRAM SYNDROME
CERVIX location CERVICAL INTRAEPITHELIAL NEOPLASIA (CIN I),location,0.8846517369293829,"Altogether, 1924 women were studied: 42.8% with a normal CERVIX 16.2% with CERVICAL INTRAEPITHELIAL NEOPLASIA (CIN I), 12.7% with CIN II, 20.8% with CIN III, and 7.6% with invasive cervical cancer (ICC.",CERVIX,CERVICAL INTRAEPITHELIAL NEOPLASIA (CIN I)
INSULIN THERAPY treats TYPE 2 DIABETES,treats,0.986393923832143,"Unfortunately, the majority of CKD patients with TYPE 2 DIABETES eventually require INSULIN THERAPY.",TYPE 2 DIABETES,INSULIN THERAPY
no_relation,treats,0.9113223768657672,In contrast to previous studies with its metabolite IBUPROFEN reparixin does not enhance INFLAMMATION in this model.,INFLAMMATION,IBUPROFEN
no_relation,treats,0.312347523777212,"Whereas anxiety responds independently to exposure therapy, and hence that the ANXIETY reduction model of OBSESSIVE COMPULSIVE NEUROSIS is inadequate.",ANXIETY,OBSESSIVE COMPULSIVE NEUROSIS
no_relation,diagnosis,0.42857142857142894,"Recent studies indicate, however, that the prevalence and, to a lesser extent, the intensity of DENTAL FLUOROSIS have increased in schoolchildren in both fluoridated and FLUORIDE DEFICIENT AREAS.",FLUORIDE DEFICIENT AREAS,DENTAL FLUOROSIS
no_relation,causes,0.40824829046386296,Localized amyloidosis of the bladder is a rare cause of HEMATURIA which is often confused with BLADDER CANCER,HEMATURIA,BLADDER CANCER
INTERFERON THERAPY treats ADVANCED RENAL CELL CARCINOMA,treats,0.966736489045664,"Abdi EA, Nguyen GK, Ludwig RN et al. Pulmonary sarcoidosis following INTERFERON THERAPY for ADVANCED RENAL CELL CARCINOMA",ADVANCED RENAL CELL CARCINOMA,INTERFERON THERAPY
no_relation,causes,0.953462589245592,All cases showed FACIAL ASYMMETRY one of them exhibiting marked FACIAL HEMIHYPERTROPHY,FACIAL ASYMMETRY,FACIAL HEMIHYPERTROPHY
INSULIN SECRETAGOGUES treats TYPE 2 DIABETES,treats,0.997458699830735,The use of INSULIN SECRETAGOGUES in the treatment of TYPE 2 DIABETES,TYPE 2 DIABETES,INSULIN SECRETAGOGUES
no_relation,diagnosis,0.356034497458156,KTA7 was considered to be derived from large cell undifferentiated carcinoma with neuroendocrine differentiation (large cell neuroendocrine tumor) and thus may fine use in studies on the pathobiology of LARGE CELL TYPE NEUROENDOCRINE TUMORS since it expresses at the same time marker substances of NEUROENDOCRINE DIFFERENTIATION and the hCG alpha subunit.,NEUROENDOCRINE DIFFERENTIATION,LARGE CELL TYPE NEUROENDOCRINE TUMORS
CRANIAL NERVES location NEURO OPHTHALMOLOGIC AND CRANIAL NERVE DISORDERS,location,0.918558653543692,PERIPHERAL NERVOUS SYSTEM DISORDERS  INTRODUCTION  The peripheral nervous system refers to the CRANIAL NERVES (see  NEURO OPHTHALMOLOGIC AND CRANIAL NERVE DISORDERS and spinal nerves from their origin to their end.,CRANIAL NERVES,NEURO OPHTHALMOLOGIC AND CRANIAL NERVE DISORDERS
no_relation,causes,0.8192880303729141,Treatment of CANDIDEMIA is more complicated because of the changing epidemiology of CANDIDA and introduction of newer antifungal agents.,CANDIDA,CANDIDEMIA
WOLFRAM SYNDROME causes DIABETES MELLITUS,causes,0.997785157856609,"WOLFRAM SYNDROME (WS), an infrequent cause of DIABETES MELLITUS derives its name from the physician who first reported the combination of juvenile onset diabetes mellitus and optic atrophy.",DIABETES MELLITUS,WOLFRAM SYNDROME
HUMAN IMMUNODEFICIENCY VIRUS (HIV) causes ACQUIRED IMMUNODEFICIENCY SYNDROME (AIDS),causes,0.788263422531435,An understanding of the biologic characteristics and cellular tropism of HUMAN IMMUNODEFICIENCY VIRUS (HIV) is critical to appreciate the diverse neurologic manifestations of HIV infection in patients with the ACQUIRED IMMUNODEFICIENCY SYNDROME (AIDS),HUMAN IMMUNODEFICIENCY VIRUS (HIV),ACQUIRED IMMUNODEFICIENCY SYNDROME (AIDS)
no_relation,causes,0.643267520902677,MECONIUM PERITONITIS occasionally occurs as a localized collection of MECONIUM contained in a cyst made of fibrous granulation tissue.,MECONIUM,MECONIUM PERITONITIS
no_relation,treats,0.337526370277807,The progressive radiological changes in the PATELLO FEMORAL JOINT after upper tibial osteotomy performed for ARTHROSIS OF THE KNEE were studied more than 10 years after the surgical procedure.,PATELLO FEMORAL JOINT,ARTHROSIS OF THE KNEE
DRUG INDUCED DERMATITIS causes SKIN LESIONS,causes,0.5962847939999439,Skin biopsies from eight patients with DRUG INDUCED DERMATITIS have been compared with skin biopsies from 16 patients developing SKIN LESIONS (acute graft versus host reaction and/or drug induced reaction) after bone marrow transplantation.,SKIN LESIONS,DRUG INDUCED DERMATITIS
SCIATICA causes PAIN,causes,0.5698028822981899,I stay in bed most of the time because of my back or leg PAIN (SCIATICA,PAIN,SCIATICA
PRE EXISTING EPILEPSY causes SEIZURES,causes,0.9494253265550828,There was no reported increase in seizures after starting melatonin in children with PRE EXISTING EPILEPSY and no new onset SEIZURES.,SEIZURES,PRE EXISTING EPILEPSY
DIABETES diagnosis GLUCOSE TESTING,treats,0.369800130816819,One way to improve the quality of care is to perform GLUCOSE TESTING on patients at high risk for DIABETES and to obtain complete lipid profiles.,DIABETES,GLUCOSE TESTING
no_relation,causes,0.948683298050514,Chemotherapy causes ALOPECIA by damaging HAIR STEM CELLS and hair follicles making the hair brittle and causing scalp hair to break off or fall out.,HAIR STEM CELLS,ALOPECIA
INFECTIOUS MONONUCLEOSIS causes LYMPHADENOPATHY,causes,1.0,"Painless LYMPHADENOPATHY can also result from INFECTIOUS MONONUCLEOSIS toxoplasmosis, cytomegalovirus, or leukemia.",LYMPHADENOPATHY,INFECTIOUS MONONUCLEOSIS
NASAL NAFARELIN treats ENDOMETRIOSIS,treats,0.943456353049726,"1]  Henzl MR, Corson SL, Moghissi K, Buttram VC, Berqvist C, Jacobson J. Administration of NASAL NAFARELIN as compared with oral danazol for ENDOMETRIOSIS",ENDOMETRIOSIS,NASAL NAFARELIN
VOMITING causes EMESIS,causes,0.6933752453,"failed to inhibit cisplatin-induced emetic responses and, in contrast, significantly increased the number of retches and VOMITING and accelerated the onset of EMESIS",VOMITING,EMESIS
KASABACH-MERRITT SYNDROME causes THROMBOCYTOPENIA,causes,0.9647638212,"Decreased hematocrit and fibrinogen levels associated with THROMBOCYTOPENIA and prolonged prothrombin time and partial thromboplastin time should alert the orthopaedist to the possibility of KASABACH-MERRITT SYNDROME, and prompt hematologic consultation should be obtained",THROMBOCYTOPENIA,KASABACH-MERRITT SYNDROME
MIGRAINE causes HEADACHE,causes,0.700140042,"If MIGRAINE does not manifest itself in the form of HEADACHE but in some other form such as paroxysmal episodes of prolonged visual auras, atypical sensory, motor, or visual aura, confusion, dysarthria, focal neurologic deficits with or without a headache, it is labelled a Migraine Variant (MV",HEADACHE,MIGRAINE
no_relation,causes,0.35856858280000004,We report a case of SOMATOSTATINOMA with metastases and PSAMMOMA BODIES presenting with all three features of the syndrome in a patient with neurofibromatosis,PSAMMOMA BODIES,SOMATOSTATINOMA
no_relation,causes,0.3939192986,"Here we report an additional case of this tumor in a Chinese 78-year-old man presented with abdominal pain, VOMITING, and HEMATEMESIS",VOMITING,HEMATEMESIS
MCCUNE-ALBRIGHT SYNDROME causes PRECOCIOUS PUBERTY,causes,0.9091372901,PRECOCIOUS PUBERTY in girls with MCCUNE-ALBRIGHT SYNDROME has been attributed in some cases to early activation of the hypothalamic-pituitary-gonadal axis and in other cases to sex steroid secretion by apparently autonomous ovarian cysts,PRECOCIOUS PUBERTY,MCCUNE-ALBRIGHT SYNDROME
ELEVATED PLATELET COUNT causes SECONDARY THROMBOCYTOSIS,causes,0.9534625892,Platelet function tests were done to ascertain whether they might have discriminatory significance in the differentiation of a myeloproliferative disorder from SECONDARY THROMBOCYTOSIS in a patient with an ELEVATED PLATELET COUNT,ELEVATED PLATELET COUNT,SECONDARY THROMBOCYTOSIS
no_relation,causes,0.4850712501,"Current research supports the hypothesis that migraines are a response to a pineal circadian irregularity in which the administration of melatonin normalizes this circadian cycle; i.e., melatonin may play a role in resynchronizing biological rhythms to lifestyle and subsequently relieve MIGRAINES and other forms of HEADACHES",HEADACHES,MIGRAINES
no_relation,causes,0.4008918629,"Recently, CUTANEOUS PLAQUES of epidermotropic lymphocytes restricted to acral sites resembling WORINGER-KOLOPP DISEASE were reported to show T-cell clonality, leading to the designation mycosis fungoides palmaris et plantaris",CUTANEOUS PLAQUES,WORINGER-KOLOPP DISEASE
